fromBundle,cardinality,toBundle
krebsregister.ui,25,versichertenbestandsfuehrung-basis.biz
da-uv-traeger.ui,8,versichertenbestandsfuehrung-basis.biz
geschaeftspartner.ui,4,versichertenbestandsfuehrung-basis.biz
rsa-clearing.ui,41,versichertenbestandsfuehrung-basis.biz
abr-sonst-leistungserbringer.biz.impl,28,versichertenbestandsfuehrung-basis.biz
da-basis.biz.qs,78,versichertenbestandsfuehrung-basis.biz
diga.proc.qs,7,versichertenbestandsfuehrung-basis.biz
versorgungsabrechnung.biz.qs,20,versichertenbestandsfuehrung-basis.biz
psychotherapie.biz.qs,152,versichertenbestandsfuehrung-basis.biz
da-aerzte-hzv.biz.qs,25,versichertenbestandsfuehrung-basis.biz
zuzahlung.biz,81,versichertenbestandsfuehrung-basis.biz
inbound-versicherter.ext.inbound.qs,42,versichertenbestandsfuehrung-basis.biz
arbeitgeberbeitrag.biz,40,versichertenbestandsfuehrung-basis.biz
haertefall.proc,5,versichertenbestandsfuehrung-basis.biz
fahrkosten.biz.api,2,versichertenbestandsfuehrung-basis.biz
selvteilnahme.biz,99,versichertenbestandsfuehrung-basis.biz
da-beitragsdifferenzierung-pv.biz.qs,82,versichertenbestandsfuehrung-basis.biz
kim-log.biz.qs,3,versichertenbestandsfuehrung-basis.biz
kinderkrankengeld.biz,96,versichertenbestandsfuehrung-basis.biz
sozialhilfetraeger-abrechnung.biz.qs,29,versichertenbestandsfuehrung-basis.biz
arbeitgeberbeitrag.ui,9,versichertenbestandsfuehrung-basis.biz
einstufungsverlauf.biz.qs.api,6,versichertenbestandsfuehrung-basis.biz
studienverlauf.biz.qs,156,versichertenbestandsfuehrung-basis.biz
eel.ui,40,versichertenbestandsfuehrung-basis.biz
arbeitsunfaehigkeit.biz.impl,1,versichertenbestandsfuehrung-basis.biz
zahnersatz.proc,8,versichertenbestandsfuehrung-basis.biz
akquise.biz.impl,42,versichertenbestandsfuehrung-basis.biz
dokumentenaufnahme.biz.qs,13,versichertenbestandsfuehrung-basis.biz
da-aerzte-hybrid-drg.biz.impl,24,versichertenbestandsfuehrung-basis.biz
entsendung.biz.qs,329,versichertenbestandsfuehrung-basis.biz
melderegisterabgleich.biz.qs,1,versichertenbestandsfuehrung-basis.biz
dhd.biz.api,2,versichertenbestandsfuehrung-basis.biz
pflegeversicherung.proc,7,versichertenbestandsfuehrung-basis.biz
praevention.proc,3,versichertenbestandsfuehrung-basis.biz
pflegeperson.biz.qs,1,versichertenbestandsfuehrung-basis.biz
kassenwechsel-leistungsdaten.ui.impl,3,versichertenbestandsfuehrung-basis.biz
mutterschaftsgeld.proc,1,versichertenbestandsfuehrung-basis.biz
krankenhausaufenthalt.ui.qs,4,versichertenbestandsfuehrung-basis.biz
leistungen-basis.biz.qs,62,versichertenbestandsfuehrung-basis.biz
zahnersatz.ui.qs,4,versichertenbestandsfuehrung-basis.biz
kinderkrankengeld.proc.qs,45,versichertenbestandsfuehrung-basis.biz
kinderkrankengeld.ui,26,versichertenbestandsfuehrung-basis.biz
haeusliche-krankenpflege.biz,75,versichertenbestandsfuehrung-basis.biz
apothekenabrechnung.biz.qs,12,versichertenbestandsfuehrung-basis.biz
leistungsuebersicht.ui.impl,29,versichertenbestandsfuehrung-basis.biz
datenaustausch-eel-uebergreifend.biz.qs,20,versichertenbestandsfuehrung-basis.biz
vollstreckung.biz.qs,3,versichertenbestandsfuehrung-basis.biz
da-aerzte-kollektiv.ui,6,versichertenbestandsfuehrung-basis.biz
vertrieb.biz.qs,80,versichertenbestandsfuehrung-basis.biz
mutterschaftsgeld.ui.qs,4,versichertenbestandsfuehrung-basis.biz
meinetk.biz,484,versichertenbestandsfuehrung-basis.biz
kvnr-meldungen.ui.qs,2,versichertenbestandsfuehrung-basis.biz
prozess-beispiel.ui.qs,12,versichertenbestandsfuehrung-basis.biz
leistungsuebersicht.biz,8,versichertenbestandsfuehrung-basis.biz
hzv.biz,101,versichertenbestandsfuehrung-basis.biz
akquise.biz.qs,47,versichertenbestandsfuehrung-basis.biz
studienverlauf.biz,545,versichertenbestandsfuehrung-basis.biz
leistungsuebersicht.ui.qs,2,versichertenbestandsfuehrung-basis.biz
gesundheitskarte.biz.qs,3852,versichertenbestandsfuehrung-basis.biz
tk-patientenquittung.ui.qs,7,versichertenbestandsfuehrung-basis.biz
da-beitragsdifferenzierung-pv.biz.impl,8,versichertenbestandsfuehrung-basis.biz
chroniker.biz,10,versichertenbestandsfuehrung-basis.biz
unfall-components.ui,1,versichertenbestandsfuehrung-basis.biz
da-zahnaerzte.ui,13,versichertenbestandsfuehrung-basis.biz
pzr.biz.impl,38,versichertenbestandsfuehrung-basis.biz
einstufungsverlauf.ui,243,versichertenbestandsfuehrung-basis.biz
versichertenbestandsfuehrung.ui,2987,versichertenbestandsfuehrung-basis.biz
kostenerstattung.biz.qs,19,versichertenbestandsfuehrung-basis.biz
krankenhausverzeichnis.ui,1,versichertenbestandsfuehrung-basis.biz
abr-sonst-leistungserbringer.biz.qs,43,versichertenbestandsfuehrung-basis.biz
gesundheitsdividende.biz.qs,10,versichertenbestandsfuehrung-basis.biz
da-aerzte-kollektiv.biz.qs,61,versichertenbestandsfuehrung-basis.biz
leistungen-basis.biz,100,versichertenbestandsfuehrung-basis.biz
arbeitgeberbestandsfuehrung.biz.qs,9,versichertenbestandsfuehrung-basis.biz
rente.biz,597,versichertenbestandsfuehrung-basis.biz
arbeitsunfaehigkeit.ui.qs,1,versichertenbestandsfuehrung-basis.biz
crm.biz,223,versichertenbestandsfuehrung-basis.biz
kunde-vor-ort.biz,1,versichertenbestandsfuehrung-basis.biz
sozv-meldungen.ui,95,versichertenbestandsfuehrung-basis.biz
kur.proc,24,versichertenbestandsfuehrung-basis.biz
leistungen-basis.proc.qs,1,versichertenbestandsfuehrung-basis.biz
arbeitgeberleistung.ui,23,versichertenbestandsfuehrung-basis.biz
meinetk.web.qs,242,versichertenbestandsfuehrung-basis.biz
abr-sonst-leistungserbringer.proc.qs,53,versichertenbestandsfuehrung-basis.biz
akquise.proc.qs,1,versichertenbestandsfuehrung-basis.biz
tk-vorsorge-planer.ui,11,versichertenbestandsfuehrung-basis.biz
diga.biz.qs,54,versichertenbestandsfuehrung-basis.biz
dividende.ui,6,versichertenbestandsfuehrung-basis.biz
korrespondenz.biz.qs,234,versichertenbestandsfuehrung-basis.biz
da-za-leistungsantraege.biz.qs,4,versichertenbestandsfuehrung-basis.biz
gesundheitsdividende.biz,6,versichertenbestandsfuehrung-basis.biz
widerspruch.ui,1,versichertenbestandsfuehrung-basis.biz
meinetk.ui,146,versichertenbestandsfuehrung-basis.biz
korrespondenz-basis.biz.qs,21,versichertenbestandsfuehrung-basis.biz
datenaustausch-eessi.biz,63,versichertenbestandsfuehrung-basis.biz
arbeitgeberleistung.biz,60,versichertenbestandsfuehrung-basis.biz
testdaten-versorgungsbezug-meldungen.ui,3,versichertenbestandsfuehrung-basis.biz
tk-vorsorge-planer.biz.qs,113,versichertenbestandsfuehrung-basis.biz
kostenerstattungswahl.ui,42,versichertenbestandsfuehrung-basis.biz
unfall.ui,113,versichertenbestandsfuehrung-basis.biz
kostenerstattung.ui,35,versichertenbestandsfuehrung-basis.biz
selvteilnahme.biz.qs,91,versichertenbestandsfuehrung-basis.biz
beitragserstattung-aus-rente.biz.qs,2,versichertenbestandsfuehrung-basis.biz
diga.ui,6,versichertenbestandsfuehrung-basis.biz
meldungen-basis.biz,78,versichertenbestandsfuehrung-basis.biz
leistungen-basis.proc,1,versichertenbestandsfuehrung-basis.biz
versorgungsbezug-meldungen.biz.qs,57,versichertenbestandsfuehrung-basis.biz
dokumentenaufnahme-uebergreifend.biz.qs,2,versichertenbestandsfuehrung-basis.biz
da-za-leistungsantraege.biz.impl,10,versichertenbestandsfuehrung-basis.biz
datenaustausch-eessi.biz.qs,18,versichertenbestandsfuehrung-basis.biz
kur.ui.qs,32,versichertenbestandsfuehrung-basis.biz
fahrkosten.proc,1,versichertenbestandsfuehrung-basis.biz
krankenhausverzeichnis.biz.qs,1,versichertenbestandsfuehrung-basis.biz
pflegeperson.biz.impl,25,versichertenbestandsfuehrung-basis.biz
da-uv-traeger.biz,12,versichertenbestandsfuehrung-basis.biz
arbeitgeberbestandsfuehrung.ui,6,versichertenbestandsfuehrung-basis.biz
datenaustausch-eel.ui,112,versichertenbestandsfuehrung-basis.biz
kunde-vor-ort.ui,13,versichertenbestandsfuehrung-basis.biz
leistungsmanagement.ui,42,versichertenbestandsfuehrung-basis.biz
tim.ext.inbound.qs,9,versichertenbestandsfuehrung-basis.biz
prozess.ui,2,versichertenbestandsfuehrung-basis.biz
adress-service.biz.qs,1,versichertenbestandsfuehrung-basis.biz
arbeitgeberleistung-antrag-suche.ui,6,versichertenbestandsfuehrung-basis.biz
hilfsmittelversorgung.ui.qs,1,versichertenbestandsfuehrung-basis.biz
zusatzvertrag.biz,207,versichertenbestandsfuehrung-basis.biz
fahrkosten.ui.qs,3,versichertenbestandsfuehrung-basis.biz
versorgungsbezug-meldungen.ui,109,versichertenbestandsfuehrung-basis.biz
pzr.biz.qs,25,versichertenbestandsfuehrung-basis.biz
everordnungmanager.biz.qs,9,versichertenbestandsfuehrung-basis.biz
leistungsuebersicht.biz.impl,5,versichertenbestandsfuehrung-basis.biz
da-mitteilungsverfahren-rv.biz.qs,25,versichertenbestandsfuehrung-basis.biz
fahrkosten.biz.impl,35,versichertenbestandsfuehrung-basis.biz
vollstreckung.biz,2,versichertenbestandsfuehrung-basis.biz
pzr.proc,6,versichertenbestandsfuehrung-basis.biz
leistungen-datenaustausch.biz.qs,16,versichertenbestandsfuehrung-basis.biz
meldungen-basis.ui.api,2,versichertenbestandsfuehrung-basis.biz
medizinproduktregress.ui.impl,11,versichertenbestandsfuehrung-basis.biz
sonstiger-geschaeftspartner.biz.qs,1,versichertenbestandsfuehrung-basis.biz
pcschriftgut-extern.biz,1,versichertenbestandsfuehrung-basis.biz
chroniker.ui,14,versichertenbestandsfuehrung-basis.biz
pflegeperson.proc.qs,19,versichertenbestandsfuehrung-basis.biz
tk.sys.security.test,10,versichertenbestandsfuehrung-basis.biz
beitragserstattung-aus-rente.ui,16,versichertenbestandsfuehrung-basis.biz
prozessereignismanager.ui.impl,6,versichertenbestandsfuehrung-basis.biz
da-zahnaerzte.biz,47,versichertenbestandsfuehrung-basis.biz
implantattraeger.biz.qs,1,versichertenbestandsfuehrung-basis.biz
krebsregister-abrechnung.biz.qs,27,versichertenbestandsfuehrung-basis.biz
krankenhausaufenthalt.ui,34,versichertenbestandsfuehrung-basis.biz
mbkarchiv.biz,15,versichertenbestandsfuehrung-basis.biz
tracking-prozesse.biz.qs,2,versichertenbestandsfuehrung-basis.biz
zuzahlung.ui.qs,9,versichertenbestandsfuehrung-basis.biz
beitragserstattung-aus-rente.biz,6,versichertenbestandsfuehrung-basis.biz
zuzahlung.biz.qs,61,versichertenbestandsfuehrung-basis.biz
au-steuerung.biz.impl,1,versichertenbestandsfuehrung-basis.biz
mutterschaftsgeld.ui,7,versichertenbestandsfuehrung-basis.biz
praevention.ui,9,versichertenbestandsfuehrung-basis.biz
vertriebspartner.ui.impl,101,versichertenbestandsfuehrung-basis.biz
abr-sonst-leistungserbringer.ui.impl,6,versichertenbestandsfuehrung-basis.biz
dokumentenarchiv.ui,6,versichertenbestandsfuehrung-basis.biz
leistungsrueckforderung.ui,45,versichertenbestandsfuehrung-basis.biz
fahrkosten.ui.impl,19,versichertenbestandsfuehrung-basis.biz
gesundheitskarte.ui,157,versichertenbestandsfuehrung-basis.biz
dhd.biz.impl,5,versichertenbestandsfuehrung-basis.biz
testdaten-versicherter.biz.qs,1,versichertenbestandsfuehrung-basis.biz
tk-patientenquittung.ui,12,versichertenbestandsfuehrung-basis.biz
crm.ui,336,versichertenbestandsfuehrung-basis.biz
versorgungsabrechnung.ui.impl,31,versichertenbestandsfuehrung-basis.biz
leistungsmanagement.biz,47,versichertenbestandsfuehrung-basis.biz
sozialhilfetraeger.ui,22,versichertenbestandsfuehrung-basis.biz
duebak-meldungen.ui,43,versichertenbestandsfuehrung-basis.biz
kieferorthopaedie.biz,48,versichertenbestandsfuehrung-basis.biz
personalverzeichnis.biz,2,versichertenbestandsfuehrung-basis.biz
kunde-vor-ort.biz.qs,15,versichertenbestandsfuehrung-basis.biz
bonusprogramm.biz,105,versichertenbestandsfuehrung-basis.biz
kur.biz.qs,225,versichertenbestandsfuehrung-basis.biz
haeusliche-krankenpflege.ui,66,versichertenbestandsfuehrung-basis.biz
versorgungsbezug-meldungen.biz,174,versichertenbestandsfuehrung-basis.biz
mitteilungsmanagement.biz.qs,7,versichertenbestandsfuehrung-basis.biz
haushaltshilfe.ui,42,versichertenbestandsfuehrung-basis.biz
neuaufnahmemanager.biz.qs,62,versichertenbestandsfuehrung-basis.biz
tracking.ui,4,versichertenbestandsfuehrung-basis.biz
widerspruch.biz.qs,52,versichertenbestandsfuehrung-basis.biz
hzv.ui,41,versichertenbestandsfuehrung-basis.biz
pflegeunterstuetzungsgeld.biz,8,versichertenbestandsfuehrung-basis.biz
sozialversicherungsabkommen.biz.qs,11,versichertenbestandsfuehrung-basis.biz
dhd.ui.impl,12,versichertenbestandsfuehrung-basis.biz
ki-pilot.biz,21,versichertenbestandsfuehrung-basis.biz
arbeitgeberleistung.biz.qs,47,versichertenbestandsfuehrung-basis.biz
crm.ext.inbound,35,versichertenbestandsfuehrung-basis.biz
proko-schriftgut-beispiel.ui.impl,4,versichertenbestandsfuehrung-basis.biz
sonstige-leistung.biz.qs,48,versichertenbestandsfuehrung-basis.biz
datenaustausch-finanzverwaltung.ui,19,versichertenbestandsfuehrung-basis.biz
gesundheitsdividende.ui,5,versichertenbestandsfuehrung-basis.biz
haertefall.biz,424,versichertenbestandsfuehrung-basis.biz
praevention.biz.qs,32,versichertenbestandsfuehrung-basis.biz
arbeitgeberbestandsfuehrung-einstieg.ui,1,versichertenbestandsfuehrung-basis.biz
proko-schriftgut-beispiel.proc.qs,1,versichertenbestandsfuehrung-basis.biz
datenaustausch-eel.ui.qs,1,versichertenbestandsfuehrung-basis.biz
kostenerstattungswahl.biz,15,versichertenbestandsfuehrung-basis.biz
leistungsmanagement.biz.qs,13,versichertenbestandsfuehrung-basis.biz
implantattraeger.biz,3,versichertenbestandsfuehrung-basis.biz
rehasport.biz.impl,18,versichertenbestandsfuehrung-basis.biz
da-abfrage-mitgliedschaft.biz.qs,31,versichertenbestandsfuehrung-basis.biz
hochschul-meldungen.ui,1,versichertenbestandsfuehrung-basis.biz
fv-meldungen.biz,148,versichertenbestandsfuehrung-basis.biz
gesundheitskarte.biz,747,versichertenbestandsfuehrung-basis.biz
rechnungswesen.biz.qs,21,versichertenbestandsfuehrung-basis.biz
prozess.ui.qs,7,versichertenbestandsfuehrung-basis.biz
versorgungsangebot.biz.qs,3,versichertenbestandsfuehrung-basis.biz
krankenhausaufenthalt.biz.qs,536,versichertenbestandsfuehrung-basis.biz
interessent-pflege.biz,65,versichertenbestandsfuehrung-basis.biz
zusatzvertrag-batch.biz.qs,19,versichertenbestandsfuehrung-basis.biz
versorgungsamtsbescheid.ui,2,versichertenbestandsfuehrung-basis.biz
krebsregister.ui.qs,5,versichertenbestandsfuehrung-basis.biz
arbeitsunfaehigkeit.biz,216,versichertenbestandsfuehrung-basis.biz
meinetk.ext.inbound,4,versichertenbestandsfuehrung-basis.biz
diseasemanagement.biz,90,versichertenbestandsfuehrung-basis.biz
versorgungsamtsbescheid.biz.qs,35,versichertenbestandsfuehrung-basis.biz
haertefall.ui.qs,67,versichertenbestandsfuehrung-basis.biz
einstufungsverlauf-basis.biz,322,versichertenbestandsfuehrung-basis.biz
da-aerzte-hzv.ui,18,versichertenbestandsfuehrung-basis.biz
tk.de.biz.qs,2,versichertenbestandsfuehrung-basis.biz
leistungsaushilfe-ausland.ui,2,versichertenbestandsfuehrung-basis.biz
versorgungsangebot.ui.qs,4,versichertenbestandsfuehrung-basis.biz
krankenhausaufenthalt.biz.impl,9,versichertenbestandsfuehrung-basis.biz
kvnr-meldungen.ui.impl,78,versichertenbestandsfuehrung-basis.biz
sozialausgleich-meldungen.ui,16,versichertenbestandsfuehrung-basis.biz
haushaltshilfe.biz.qs,31,versichertenbestandsfuehrung-basis.biz
leistungsrueckforderung.biz,186,versichertenbestandsfuehrung-basis.biz
pflegeperson.proc,2,versichertenbestandsfuehrung-basis.biz
da-sonstigeleistungserbringer.biz,6,versichertenbestandsfuehrung-basis.biz
tkkonto.ui,146,versichertenbestandsfuehrung-basis.biz
sonst-leistungsrueckforderung.biz.impl,2,versichertenbestandsfuehrung-basis.biz
da-aerzte-hzv.biz,17,versichertenbestandsfuehrung-basis.biz
hochschul-meldungen.biz.qs,11,versichertenbestandsfuehrung-basis.biz
melderegisterabgleich.ui.impl,6,versichertenbestandsfuehrung-basis.biz
kostenerstattungswahl.biz.qs,10,versichertenbestandsfuehrung-basis.biz
korrespondenz.ui,1,versichertenbestandsfuehrung-basis.biz
schulung,3,versichertenbestandsfuehrung-basis.biz
tim.biz.impl,2,versichertenbestandsfuehrung-basis.biz
einstufungsverlauf.proc,33,versichertenbestandsfuehrung-basis.biz
da-aerzte-asv.ui,37,versichertenbestandsfuehrung-basis.biz
bonusprogramm.ui,63,versichertenbestandsfuehrung-basis.biz
krebsregister-abrechnung.biz,28,versichertenbestandsfuehrung-basis.biz
kassenwechsel-leistungsdaten.biz.api,1,versichertenbestandsfuehrung-basis.biz
prozessereignismanager.biz.qs,3,versichertenbestandsfuehrung-basis.biz
da-basis.biz,103,versichertenbestandsfuehrung-basis.biz
konfigurierbare-leistung.biz,2,versichertenbestandsfuehrung-basis.biz
kassenwechselmeldungen.biz.impl,231,versichertenbestandsfuehrung-basis.biz
sonst-leistungsrueckforderung.ui.impl,7,versichertenbestandsfuehrung-basis.biz
sozialversicherungsabkommen.biz,31,versichertenbestandsfuehrung-basis.biz
prozess.biz.qs,56,versichertenbestandsfuehrung-basis.biz
crmbasis.biz.qs,17,versichertenbestandsfuehrung-basis.biz
datenaustausch-eel.biz.impl,96,versichertenbestandsfuehrung-basis.biz
meldungen-basis.biz.qs,37,versichertenbestandsfuehrung-basis.biz
haertefall.proc.qs,9,versichertenbestandsfuehrung-basis.biz
geschaeftspartner.biz.qs,143,versichertenbestandsfuehrung-basis.biz
da-aerzte-asv.biz.qs,36,versichertenbestandsfuehrung-basis.biz
mbkarchiv.ui,27,versichertenbestandsfuehrung-basis.biz
kinderkrankengeld.proc,10,versichertenbestandsfuehrung-basis.biz
zahnersatz.biz.qs,53,versichertenbestandsfuehrung-basis.biz
tkkonto.biz,186,versichertenbestandsfuehrung-basis.biz
korrespondenz-uebergreifend.biz,18,versichertenbestandsfuehrung-basis.biz
mitteilungsmanagement.biz,15,versichertenbestandsfuehrung-basis.biz
diga.biz,26,versichertenbestandsfuehrung-basis.biz
da-abfrage-mitgliedschaft.biz.impl,7,versichertenbestandsfuehrung-basis.biz
geschaeftspartner-application.ui,2,versichertenbestandsfuehrung-basis.biz
leistung-uebergreifend.biz.qs,22,versichertenbestandsfuehrung-basis.biz
chroniker.biz.qs,26,versichertenbestandsfuehrung-basis.biz
diseasemanagement.biz.qs,99,versichertenbestandsfuehrung-basis.biz
tk-vorsorge-planer.ui.qs,3,versichertenbestandsfuehrung-basis.biz
studienverlauf.ui.qs,1,versichertenbestandsfuehrung-basis.biz
fv-meldungen.ui.qs,3,versichertenbestandsfuehrung-basis.biz
sozialausgleich-meldungen.biz.qs,22,versichertenbestandsfuehrung-basis.biz
insolvenzmanagement.ui,10,versichertenbestandsfuehrung-basis.biz
dividende.biz,25,versichertenbestandsfuehrung-basis.biz
versorgungsamtsbescheid.biz,16,versichertenbestandsfuehrung-basis.biz
haushaltshilfe.ui.qs,11,versichertenbestandsfuehrung-basis.biz
dokumentenarchiv.ui.qs,1,versichertenbestandsfuehrung-basis.biz
meinetk.biz.qs,351,versichertenbestandsfuehrung-basis.biz
akquise.proc,6,versichertenbestandsfuehrung-basis.biz
vertrieb.ui,22,versichertenbestandsfuehrung-basis.biz
zuzahlung.ui,45,versichertenbestandsfuehrung-basis.biz
haertefall.ui,165,versichertenbestandsfuehrung-basis.biz
tim.ui.impl,6,versichertenbestandsfuehrung-basis.biz
haushaltshilfe.biz,39,versichertenbestandsfuehrung-basis.biz
sonstige-leistung.biz,75,versichertenbestandsfuehrung-basis.biz
dokumentenaufnahme-uebergreifend.biz,8,versichertenbestandsfuehrung-basis.biz
einstufungsverlauf.proc.qs,5,versichertenbestandsfuehrung-basis.biz
mitgliederbeitrag.biz.qs,212,versichertenbestandsfuehrung-basis.biz
leistungsuebersicht.ui,64,versichertenbestandsfuehrung-basis.biz
testdaten-versicherter.ui,115,versichertenbestandsfuehrung-basis.biz
zusatzvertrag.ui,179,versichertenbestandsfuehrung-basis.biz
tk.sys.gui.editpattern.test,9,versichertenbestandsfuehrung-basis.biz
pflegeunterstuetzungsgeld.ui,53,versichertenbestandsfuehrung-basis.biz
versichertenbestandsfuehrung.biz,6617,versichertenbestandsfuehrung-basis.biz
ems.web,11,versichertenbestandsfuehrung-basis.biz
mitgliederbeitrag.ui,22,versichertenbestandsfuehrung-basis.biz
apotheke.ui,5,versichertenbestandsfuehrung-basis.biz
rente.biz.qs,410,versichertenbestandsfuehrung-basis.biz
kassenwechselmeldungen.ui.impl,19,versichertenbestandsfuehrung-basis.biz
rechnungswesen.biz,24,versichertenbestandsfuehrung-basis.biz
gesundheitskarte.ui.qs,375,versichertenbestandsfuehrung-basis.biz
hilfsmittelversorgung.biz.qs,44,versichertenbestandsfuehrung-basis.biz
datenaustausch-geldleistungen-basis.biz.impl,10,versichertenbestandsfuehrung-basis.biz
versorgungsbezug-meldungen.ui.qs,28,versichertenbestandsfuehrung-basis.biz
kieferorthopaedie.ui,15,versichertenbestandsfuehrung-basis.biz
entsendung.biz,169,versichertenbestandsfuehrung-basis.biz
korrespondenz-adapter.biz.qs,1,versichertenbestandsfuehrung-basis.biz
fahrkosten.biz.qs,13,versichertenbestandsfuehrung-basis.biz
da-zahnaerzte.biz.qs,23,versichertenbestandsfuehrung-basis.biz
eel.biz.qs,61,versichertenbestandsfuehrung-basis.biz
rsa-clearing.biz,30,versichertenbestandsfuehrung-basis.biz
tim.ext.inbound,5,versichertenbestandsfuehrung-basis.biz
psychotherapie.ui,25,versichertenbestandsfuehrung-basis.biz
arbeitsunfaehigkeit.ui,55,versichertenbestandsfuehrung-basis.biz
crm-imail.ui.qs,6,versichertenbestandsfuehrung-basis.biz
tracking-prozesse.biz,7,versichertenbestandsfuehrung-basis.biz
vertrieb.biz,80,versichertenbestandsfuehrung-basis.biz
diga.ext.inbound.qs,1,versichertenbestandsfuehrung-basis.biz
begleiter.ui,9,versichertenbestandsfuehrung-basis.biz
tracking.biz.qs,5,versichertenbestandsfuehrung-basis.biz
da-uv-traeger.biz.qs,8,versichertenbestandsfuehrung-basis.biz
kvnr-meldungen.biz.qs,1201,versichertenbestandsfuehrung-basis.biz
tk.de.web,10,versichertenbestandsfuehrung-basis.biz
sonstige-leistung.ui,50,versichertenbestandsfuehrung-basis.biz
zusatzvertrag-extern.biz,67,versichertenbestandsfuehrung-basis.biz
praevention.proc.qs,9,versichertenbestandsfuehrung-basis.biz
versichertenbestandsfuehrung-components.ui,4,versichertenbestandsfuehrung-basis.biz
akquise.ui.impl,47,versichertenbestandsfuehrung-basis.biz
mitteilungsmanagement.ui,12,versichertenbestandsfuehrung-basis.biz
kvnr-meldungen.biz.impl,354,versichertenbestandsfuehrung-basis.biz
crm.ui.qs,2,versichertenbestandsfuehrung-basis.biz
fahrkosten.proc.qs,17,versichertenbestandsfuehrung-basis.biz
testdaten-versicherter.biz,131,versichertenbestandsfuehrung-basis.biz
