bundleName,bundleClassification,bundleOrdinal,bundleDepartment,bundleProduct
datenaustausch-finanzverwaltung.biz,DEV-APP/BIZ/PROZESSDATEN/FINANZEN,749,IT.TA.BCRM,Steuerdaten
commons-csv,EXTERNAL,130,Unbekannt,Unbekannt
com.sun.xml.stream.buffer.streambuffer,EXTERNAL,103,Unbekannt,Unbekannt
org.apache.kafka.client,EXTERNAL,66,Unbekannt,Unbekannt
asv-verzeichnis.ui.qs,QS-APP/UI,1867,IT.TA.LEVE,DA Ambulante spezialfachaerztliche Versorgung
konfigurierbare-leistung.ui.qs,QS-APP/UI,1908,IT.TA.LEBQ,Konfigurierbare Leistung
sonstiger-geschaeftspartner-systemanforderungen.biz,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1005,IT.TA.KEGK,Geschaeftspartner
micrometer-observation,EXTERNAL,196,Unbekannt,Unbekannt
leistungsuebersicht.biz.qs.api,QS-APP/BIZ,1718,IT.TA.LEBQ,Leistungsuebersicht
jansi,EXTERNAL/TEST_ONLY/JGIVEN,292,Unbekannt,Unbekannt
com.sun.mail.dsn,EXTERNAL,185,Unbekannt,Unbekannt
vertrieb.ext.outbound,DEV-APP/EXT-OUTBOUND,597,IT.TA.BCRM,Vertriebsmanagement
meldungen-basis.ui,DEV-APP/UI/APPLICATION,1294,IT.TA.KMEL,Meldungen-Basis
arbeitsunfaehigkeit.biz.qs,QS-APP/BIZ,1607,IT.TA.GL,Arbeitsunfaehigkeit
prozessereignismanager.ui.qs,QS-APP/UI,1788,IT.AF.PEP,Geschaeftsprozess
kurverzeichnis.biz.qs,QS-APP/BIZ,1673,IT.TA.LEVE,Kur
activation,EXTERNAL/RUNTIME,294,Unbekannt,Unbekannt
leistungen-components.ui,DEV-APP/UI/COMPONENT,1163,IT.TA.LEBQ,Leistungen-Basis
adress-service.ui,DEV-APP/UI/APPLICATION,1360,IT.TA.KEGK,Adress-Service
xercesImpl,EXTERNAL/JAXFRONT,256,Unbekannt,Unbekannt
kur.ui,DEV-APP/UI/APPLICATION,1316,IT.TA.LEVE,Kur
com.oracle.database.messaging.aqapi-jakarta,EXTERNAL,65,Unbekannt,Unbekannt
jgiven-utils,EXTERNAL/TEST_ONLY/JGIVEN,291,Unbekannt,Unbekannt
resource-available-rest,EXTERNAL,162,Unbekannt,Unbekannt
korrespondenz.ext.inbound.qs,QS-APP/EXTERN,1944,IT.BA.DOC,Kiss24-TKeasy
gebietsabgrenzung.ui,DEV-APP/UI/APPLICATION,1230,IT.AF.PIM,Gebietsabgrenzung (GBA)
schema-reader,EXTERNAL,60,Unbekannt,Unbekannt
mitteilungsmanagement-basis.biz.qs,QS-APP/BIZ,1695,IT.TA.GL,Mitteilungsmanagement
annogen,EXTERNAL,-1,Unbekannt,Unbekannt
generische-kostenerstattung.ext.outbound,DEV-APP/EXT-OUTBOUND,574,IT.PM.PJ,Generische Kostenerstattung
fileimportexport.util.impl,DEV-TYPE,569,IT.TA.LEBQ,Leistungen-Basis
iText,EXTERNAL/JAXFRONT,254,Unbekannt,Unbekannt
tk.sys.gui.versladentest.test,QS-INTEGRATIONTEST/SERVER,1960,IT.AF.FRW,Integrationstests
eessi-institution.ui.qs,QS-APP/UI,1901,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
jakarta.enterprise.cdi-api,EXTERNAL,-1,Unbekannt,Unbekannt
praevention.ui.qs,QS-APP/UI,1795,IT.TA.LEBQ,Praevention
bevap.ui.qs,QS-APP/UI,1789,IT.TA.PV,Beschaeftigtenverzeichnis in der ambulanten Pflege
fusionsarchiv-arbeitgeberleistung.ui,DEV-APP/UI/APPLICATION,1276,IT.TA.LEBQ,Erstattung von AG-Aufwendungen
vertriebspartner.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRIEB,869,IT.TA.BCRM,Vertriebsmanagement
com.sun.el.javax.el,EXTERNAL,161,Unbekannt,Unbekannt
DbTuple,DEV-FRAMEWORK/SERVER-TUPLE,341,IT.AF.FRW,Framework Persistenz
tk.sys.gui.error,DEV-FRAMEWORK/GUI-BASE,423,IT.AF.FRW,Framework GUI
jmxtools_p,EXTERNAL,92,Unbekannt,Unbekannt
truth,EXTERNAL,218,Unbekannt,Unbekannt
korrespondenz-fachbezug.ui,DEV-APP/UI/COMPONENT,1161,IT.BA.DOC,Kiss24-TKeasy
fahrkosten.proc.qs,QS-APP/BIZ-TOP,1733,IT.TA.LEBQ,Fahrkosten
systemanforderungen.biz.api,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1003,IT.TA.BCRM,Listanforderungen (SAF)
org.bitbucket.b_c.jose4j,EXTERNAL,93,Unbekannt,Unbekannt
testdatenmanagement.biz,DEV-APP/BIZ/TESTDATEN,1063,IT.BA.DOC,Testdatenmanagement
rechnungswesen-type.biz,DEV-APP/BIZ/BASIS/FINANZEN,677,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
kvnr-meldungen.biz.impl,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,775,IT.TA.KMEL,KVNr-Meldungen
tkone.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1439,IT.TA.BCRM,CRM
jetty-ee10-servlets,EXTERNAL,144,Unbekannt,Unbekannt
akquise.ui.impl,DEV-APP/UI/APPLICATION,1379,IT.TA.BCRM,CRM-Akquisemanager
versichertenbestandsfuehrung-components.ui,DEV-APP/UI/COMPONENT,1139,IT.TA.KEGK,Versichertenbestandsfuehrung
distance-matrix.ext.outbound,DEV-APP/EXT-OUTBOUND,584,IT.TA.LEBQ,Fahrkosten
versorgungsamtsbescheid-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,796,IT.TA.WAVE,Versorgungsamtsbescheid
geschaeftspartner.biz.impl,DEV-APP/BIZ/BASIS/STRUKTUR,630,IT.TA.KEGK,Geschaeftspartner
gesundheitsprojekte.biz.api,DEV-APP/BIZ/PROZESSDATEN/CRM,793,IT.TA.LEBQ,Gesundheitsprojekte
gebuehrenordnung.biz,DEV-APP/BIZ/VERZEICHNIS,616,IT.TA.LEBQ,Kostenerstattung
tk.sys.eai.adapter.file,DEV-FRAMEWORK/EAI,403,IT.AF.FRW,Framework EAI
com.launchkarkly.okhttp-eventsource,EXTERNAL,223,Unbekannt,Unbekannt
vorgang-application.ui,DEV-APP/UI/APPLICATION,1366,IT.AF.PIM,Vorgangssystem
zusatzvertrag-extern.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,860,IT.TA.WAVE,Zusatztarif / Zusatzversicherung
tkkonto.biz.qs.api,QS-APP/BIZ,1614,IT.TA.BCRM,TK-Konto (TKeasy-GUI  Schriftgut)
KernpruefungEGV,EXTERNAL,-1,Unbekannt,Unbekannt
leistungsrueckforderung.type.qs,QS-APP/BIZ,1582,IT.TA.WAVE,Pruefung der Leistungspflicht - PLP
eel-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,924,IT.TA.GL,Entgeltersatzleistungen
sonstige-leistung.ui,DEV-APP/UI/APPLICATION,1322,IT.TA.LEBQ,Sonstige Leistungen
tk-patientenquittung.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,817,IT.TA.WAVE,TK-Patientenquittung
tk.sys.image,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,378,IT.AF.FRW,Framework GUI
kvnr-meldungen.biz.qs,QS-APP/BIZ,1589,IT.TA.KMEL,KVNr-Meldungen
da-uv-traeger.biz.qs,QS-APP/BIZ,1544,IT.TA.LEBQ,Durchgangsarztberichte
fusionsarchiv-leistung.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,760,IT.TA.LEBQ,Fusionsarchiv Leistung
opentelemetry-api,EXTERNAL,229,Unbekannt,Unbekannt
geschaeftspartner.ui.impl,DEV-APP/UI/COMPONENT,1114,IT.TA.KEGK,Geschaeftspartner
tracking.biz.qs,QS-APP/BIZ,1685,IT.TA.BCRM,Vorgangstracking
tk.db.schema,DEV-FRAMEWORK/DB,333,IT.AF.FRW,Framework Persistenz
begleiter.ui,DEV-APP/UI/APPLICATION,1374,IT.TA.BCRM,CRM
diga.ext.inbound.qs,QS-APP/EXTERN,1945,IT.TA.ZED,Digitale Gesundheitsanwendung
vertrieb.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRIEB,868,IT.TA.BCRM,Vertriebsmanagement
da-insolvenzgeld.biz.impl,DEV-APP/BIZ/PROZESSDATEN/BEITRAG,839,IT.TA.BCRM,Datenaustausch Insolvenzgeld
rehasport.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,911,IT.PM.PJ,Rehasport und Funktionstraining
tk.sys.eai.adapter.sap,DEV-FRAMEWORK/EAI,394,IT.AF.FRW,Framework EAI
neuaufnahmemanager.type.qs,QS-TYPE,1414,IT.TA.KEGK,Neuaufnahmemanager
tk.tool.deployment,DEV-FRAMEWORK/TOOL,459,IT.AF.FRW,Framework Server
crm-imail.ui.qs,QS-APP/UI,1784,IT.TA.BCRM,CRM
versicherter.type.qs,QS-TYPE,1411,IT.TA.KEGK,Versichertenbestandsfuehrung
com.oracle.database.nls.orai18n,EXTERNAL,52,Unbekannt,Unbekannt
tk.tool.eaimessage,DEV-FRAMEWORK/TOOL,462,IT.AF.FRW,Framework EAI
indikationsverzeichnis.ui.impl,DEV-APP/UI/APPLICATION,1314,IT.TA.LEVE,Kur
arbeitsunfaehigkeit.ui,DEV-APP/UI/APPLICATION,1347,IT.TA.GL,Arbeitsunfaehigkeit
generische-kostenerstattung.ui.impl,DEV-APP/UI/APPLICATION,1180,IT.PM.PJ,Generische Kostenerstattung
angus-activation,EXTERNAL,-1,Unbekannt,Unbekannt
ca.uhn.hapi.fhir.org.hl7.fhir.utilities,EXTERNAL/HAPI-FHIR,249,Unbekannt,Unbekannt
rsa-clearing.biz,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1009,IT.TA.KEGK,RSA-Clearing
tk.sys.mail,DEV-FRAMEWORK/CORE,328,IT.AF.FRW,Framework Server
vorgang.ui,DEV-APP/UI/COMPONENT,1122,IT.AF.PIM,Vorgangssystem
bevap.biz.qs,QS-APP/BIZ,1455,IT.TA.PV,Beschaeftigtenverzeichnis in der ambulanten Pflege
da-zahnaerzte.biz.qs,QS-APP/BIZ,1665,IT.TA.LEVE,DA Zahnaerzte / Behandlungsfallnachweis
gebietsabgrenzung.biz,DEV-APP/BIZ/BASIS/STRUKTUR,631,IT.AF.PIM,Gebietsabgrenzung (GBA)
KernpruefungEEL,EXTERNAL,116,Unbekannt,Unbekannt
chroniker.ui.api,DEV-APP/UI/APPLICATION,1342,IT.TA.LEBQ,Chronikerdaten
jackson-module-jakarta-xmlbind-annotations,EXTERNAL/JACKSON,193,Unbekannt,Unbekannt
kieferorthopaedie.ui,DEV-APP/UI/APPLICATION,1340,IT.TA.ZED,Kieferorthopaedie
crm.ext.outbound,DEV-APP/EXT-OUTBOUND,579,IT.TA.BCRM,CRM
versorgungsbezug-meldungen.ui.qs,QS-APP/UI,1833,IT.TA.KMEL,Versorgungsbezug-Meldungen
datenschutzcockpit.biz.impl,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,736,IT.TA.KMEL,Datenschutzcockpit
geschaeftspartner-systemanforderungen.biz.qs,QS-APP/BIZ,1625,IT.TA.KEGK,Geschaeftspartner
gesundheitskarte.ui.qs,QS-APP/UI,1831,IT.TA.KEGK,Gesundheitskarte (eGK)
prozess-beispiel.biz.impl,DEV-APP/BIZ/BSPL,1026,IT.AF.PEP,Prozess-Beispiel
tk.tool.korrespondenzgenerator,DEV-FRAMEWORK/TOOL,474,IT.AF.FRW,Framework Server
implantattraeger.ext.outbound,DEV-APP/EXT-OUTBOUND,594,IT.TA.LEVE,Implantattraeger
mitteilungsmanagement-xsd.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,833,IT.TA.GL,Mitteilungsmanagement
apotheke.ui,DEV-APP/UI/APPLICATION,1288,IT.TA.WAVE,DA Apotheken
mitgliederbeitrag.ui,DEV-APP/UI/APPLICATION,1210,IT.TA.BCRM,Mitgliederbeitrag
log4j.over.slf4j,EXTERNAL,120,Unbekannt,Unbekannt
jetty-websocket-jetty-api,EXTERNAL,152,Unbekannt,Unbekannt
versichertenbestandsfuehrung.biz,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,725,IT.TA.KEGK,Versichertenbestandsfuehrung
org.eclipse.osgi.compatibility.state,EXTERNAL,2,Unbekannt,Unbekannt
da-aerzte-hzv.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,968,IT.TA.LEVE,DA Hausarztzentrierte Versorgung
proto-kostenerstattungen.biz.qs,QS-APP/BIZ,1450,IT.PM.PJ,Prototyp Kostenerstattungen
tk-termin.ui.qs,QS-APP/UI,1896,IT.ON.OGP2,TK-Termin
tk.batch.admin,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,369,IT.AF.FRW,Framework EAI
sozialhilfetraeger-abrechnung.leistung.api.qs,QS-APP/BIZ,1705,IT.TA.WAVE,Sozialhilfetraeger
testdaten-versicherter.ui,DEV-APP/UI/TESTDATEN,1385,IT.TA.KEGK,Versichertenbestandsfuehrung
tk.sys.test.gui,QS-FRAMEWORK/BASE,489,IT.AF.FRW,Framework GUI
ik-inhaber-verzeichnis-suche.ui,DEV-APP/UI/COMPONENT,1140,IT.TA.KEGK,Geschaeftspartner
mitgliederbeitrag.biz.qs,QS-APP/BIZ,1524,IT.TA.BCRM,Mitgliederbeitrag
dokumentenaufnahme-uebergreifend.biz,DEV-APP/BIZ/UEBERGREIFEND,1016,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
haushaltshilfe.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,956,IT.TA.GL,Haushaltshilfe
tim.ui.impl,DEV-APP/UI/APPLICATION,1380,IT.AF.PIM,TI-Messenger-Adapter
bpmn-model-checksum,EXTERNAL,233,Unbekannt,Unbekannt
sozialhilfetraeger.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,696,IT.TA.WAVE,Sozialhilfetraeger
zuzahlung.ui,DEV-APP/UI/APPLICATION,1208,IT.TA.WAVE,Einzug von Zuzahlungen
krankenhausverzeichnis.ui.qs,QS-APP/UI,1841,IT.TA.LEVE,Verzeichnis Krankenhaeuser
tk.de.web.outbound.qs,QS-APP/WEB-OUTBOUND,1445,IT.ON.OGP2,tk.de
rechnungswesen.proc.api,DEV-APP/BIZ/GESCHAEFTSPROZESS,1030,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
zentralregistratur.biz,DEV-APP/BIZ/PROZESSDATEN/VERWALTUNG,744,IT.TA.WAVE,Registratur
da-za-leistungsantraege.ui.qs,QS-APP/UI,1778,IT.TA.ZED,DA Zahnaerzte Leistungsantraege (ELAG)
akquise.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1045,IT.TA.BCRM,CRM-Akquisemanager
portal.ui,DEV-APP/UI/APPLICATION,1209,IT.AF.FRW,Portal
geschaeftspartner.biz,DEV-APP/BIZ/BASIS/STRUKTUR,629,IT.TA.KEGK,Geschaeftspartner
tk-termin.biz.qs,QS-APP/BIZ,1699,IT.ON.OGP2,TK-Termin
jna-platform,EXTERNAL,216,Unbekannt,Unbekannt
proto-kostenerstattungen.proc.qs,QS-APP/BIZ-TOP,1724,IT.PM.PJ,Prototyp Kostenerstattungen
fahrkosten.ui.api,DEV-APP/UI/APPLICATION,1326,IT.TA.LEBQ,Fahrkosten
opentest4j,EXTERNAL/JUNIT-JUPITER,280,Unbekannt,Unbekannt
arbeitsagentur.ui.qs,QS-APP/UI,1870,IT.TA.WAVE,Betriebsnummern-Verzeichnis
fusionsarchiv-leistung.ui,DEV-APP/UI/APPLICATION,1281,IT.TA.LEBQ,Fusionsarchiv Leistung
KernpruefungEAV,EXTERNAL,-1,Unbekannt,Unbekannt
suchfeldaufbereitung.util.qs,QS-TYPE,1415,IT.AF.ARC,Anwendungs Infrastruktur
insolvenzmanagement.ui,DEV-APP/UI/APPLICATION,1319,IT.TA.BCRM,Insolvenzmanagement
tk.sys.gui.infomessage.qs,QS-FRAMEWORK/QS,533,IT.AF.FRW,Framework GUI
ant,EXTERNAL,39,Unbekannt,Unbekannt
org.glassfish.external.management-api,EXTERNAL,110,Unbekannt,Unbekannt
sozialausgleich-meldungen.biz.qs,QS-APP/BIZ,1595,IT.TA.KMEL,BBG-Meldungen
api-management-beispiel.biz.api,DEV-APP/BIZ/BSPL,1021,IT.AF.PEP,API-Management-Beispiel
fusionsarchiv-arbeitgeberleistung.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,756,IT.TA.LEBQ,Erstattung von AG-Aufwendungen
ca.uhn.hapi.fhir.hapi-fhir-base,EXTERNAL/HAPI-FHIR,237,Unbekannt,Unbekannt
betriebsnummernverzeichnis.biz,DEV-APP/BIZ/VERZEICHNIS,618,IT.TA.WAVE,Betriebsnummern-Verzeichnis
krankenhausaufenthalt.ext.outbound,DEV-APP/EXT-OUTBOUND,583,IT.TA.LEVE,Krankenhausaufenthalt
XADisk,EXTERNAL,56,Unbekannt,Unbekannt
versorgungsangebot-components.ui,DEV-APP/UI/COMPONENT,1144,IT.TA.WAVE,Versorgungsangebot
meinetk-basis.biz.qs,QS-APP/BIZ,1680,IT.ON.ONB1,MeineTK
da-basis.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,825,IT.TA.LEVE,Datenaustausch-Basis
KernpruefungKVdR_KVKV,EXTERNAL,119,Unbekannt,Unbekannt
au-steuerung.ext.inbound.qs,QS-APP/EXTERN,1931,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
diseasemanagement.biz.qs,QS-APP/BIZ,1563,IT.TA.WAVE,Diseasemanagement-Programme
tk.process.api,DEV-FRAMEWORK/API/PROCESS-API,312,IT.AF.PEP,Framework Process
gkkmitgliederarchiv.ui,DEV-APP/UI/APPLICATION,1232,IT.TA.KEGK,Fusionsarchiv
vollstreckung.ui.qs,QS-APP/UI,1783,IT.TA.BCRM,Vollstreckung
tk.sys.gui.framework.qs,QS-FRAMEWORK/QS,540,IT.AF.FRW,Framework GUI
fusionsarchiv-stammdaten.ui.qs,QS-APP/UI,1816,IT.TA.KEGK,Fusionsarchiv
tk.sys.gui.framework,DEV-FRAMEWORK/GUI-CORE,427,IT.AF.FRW,Framework GUI
da-abfrage-mitgliedschaft.biz.impl,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,767,IT.TA.KMEL,DA Abfrage Mitgliedschaft
jakarta.transaction-api,EXTERNAL,95,Unbekannt,Unbekannt
tk.sys.gui.customizer,DEV-FRAMEWORK/GUI-APPLICATION,451,IT.AF.FRW,Framework GUI
tk.sys.application,DEV-FRAMEWORK/GUI-BASE,422,IT.AF.FRW,Framework GUI
tk.sys.gui.component.timechart,DEV-FRAMEWORK/GUI-CORE,436,IT.AF.FRW,Framework GUI
tk.tool.checkclass,DEV-FRAMEWORK/TOOL,457,IT.AF.FRW,Framework Server
junit-jupiter-params,EXTERNAL/JUNIT-JUPITER,268,Unbekannt,Unbekannt
prozess-tutorial.biz.impl,DEV-MISC/SCHULUNG/PIF,1395,IT.AF.PEP,Prozess-Tutorial
korrespondenz-uebergreifend.biz,DEV-APP/BIZ/UEBERGREIFEND,1015,IT.BA.DOC,Kiss24-TKeasy
tk.sys.util.concurrent,DEV-FRAMEWORK/CORE,319,IT.AF.FRW,Framework Server
organisationsverwaltung-uebergreifend.biz.qs,QS-APP/BIZ,1716,IT.AF.PIM,Organisations-Verwaltung
org.fhir.ucum,EXTERNAL/HAPI-FHIR,251,Unbekannt,Unbekannt
commons-text,EXTERNAL,235,Unbekannt,Unbekannt
tkkonto.biz,DEV-APP/BIZ/PROZESSDATEN/FINANZEN,750,IT.TA.BCRM,TK-Konto (TKeasy-GUI  Schriftgut)
meldungen-basis.biz.api,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,765,IT.TA.KMEL,Meldungen-Basis
da-basis.ui.qs,QS-APP/UI,1883,IT.TA.LEVE,Datenaustausch-Basis
organisationsverwaltung-components.ui,DEV-APP/UI/COMPONENT,1131,IT.AF.PIM,Organisations-Verwaltung
vertrieb.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1428,IT.TA.BCRM,Vertriebsmanagement
identitaetsdatenabruf.biz.impl,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,764,IT.TA.KMEL,Identitaetsdatenabruf
eel.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,937,IT.TA.GL,Entgeltersatzleistungen
mbkarchiv.ui,DEV-APP/UI/APPLICATION,1265,IT.TA.BCRM,Mitgliederbeitrag
versorgungsbezug-meldungen.biz.qs.api,QS-APP/BIZ,1604,IT.TA.KMEL,Versorgungsbezug-Meldungen
org.eclipse.equinox.util,EXTERNAL,133,Unbekannt,Unbekannt
schriftgut-archiv.ui,DEV-APP/UI/APPLICATION,1197,IT.BA.DOC,KISG-Java (Altsysteme)
meldungen-basis.biz.qs,QS-APP/BIZ,1508,IT.TA.KMEL,Meldungen-Basis
tk.sys.util.webserver.qs,QS-FRAMEWORK/QS,548,IT.AF.FRW,Framework Server
datenaustausch-eel.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,932,IT.TA.GL,DA Entgeltersatzleistungen
tk.sys.eai.adapter.vinna,DEV-FRAMEWORK/EAI,397,IT.AF.FRW,Framework EAI
sozv-meldungen.ext.outbound,DEV-APP/EXT-OUTBOUND,580,IT.TA.KMEL,SozV-Meldungen
dokumentenklasse.ui.api,DEV-APP/UI/COMPONENT,1117,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
prozess.biz.qs,QS-APP/BIZ,1487,IT.AF.PEP,Geschaeftsprozess
tk.sys.gui.textphrase,DEV-FRAMEWORK/GUI-APPLICATION,444,IT.AF.FRW,Framework GUI
stoppuhr.ui,DEV-APP/UI/COMPONENT,1103,IT.AF.PEP,Geschaeftsprozess
indikationsverzeichnis.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,906,IT.TA.LEVE,Kur
sozialversicherungsabkommen.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,902,IT.TA.ZED,Leistungsaushilfe Ausland
leistungsuebersicht.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,814,IT.TA.LEBQ,Leistungsuebersicht
jimfs,EXTERNAL/TEST_ONLY,281,Unbekannt,Unbekannt
gesundheitsdividende.ui.qs,QS-APP/UI,1891,IT.TA.BCRM,Gesundheitsdividende
sonst-leistungsrueckforderung.ui.impl,DEV-APP/UI/APPLICATION,1308,IT.TA.WAVE,Sonstige Leistungsrueckforderungen
ext-webpdf.qs,QS-FRAMEWORK/QS,520,IT.AF.FRW,Framework GUI
da-beitragsdifferenzierung-pv.ui.qs,QS-APP/UI,1899,IT.TA.KMEL,DA Beitragsdifferenzierung PV
korrespondenz-datenmodelle.generiert,DEV-APP/BIZ/BASIS/INTERAKTION,664,IT.BA.DOC,Kiss24-TKeasy
DependencyRules,DEV-FRAMEWORK/BOOTSTRAP,304,IT.AF.FRW,Framework Server
leistung-services.biz.qs.api,QS-APP/BIZ,1479,IT.TA.LEBQ,Leistung-Services
adress-service.biz.api,DEV-APP/BIZ/BASIS/STRUKTUR,623,IT.TA.KEGK,Adress-Service
api-management-beispiel.biz.qs,QS-APP/BIZ,1714,IT.AF.PEP,API-Management-Beispiel
da-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,826,IT.TA.LEVE,Datenaustausch-Basis
prozessereignismanager.biz.qs,QS-APP/BIZ,1489,IT.AF.PEP,Geschaeftsprozess
tk.sys.gui.print.qs,QS-FRAMEWORK/QS,529,IT.AF.FRW,Framework GUI
prozessereignismanager.biz.impl,DEV-APP/BIZ/BASIS/INTERAKTION,659,IT.AF.PEP,Geschaeftsprozess
javax.xml.soap-api,EXTERNAL/RUNTIME,297,Unbekannt,Unbekannt
logback-core,EXTERNAL,122,Unbekannt,Unbekannt
da-aerzte-kollektiv.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,890,IT.TA.LEVE,DA Ärzte / Einzelfallnachweis
byte-buddy,EXTERNAL,43,Unbekannt,Unbekannt
asm,EXTERNAL,26,Unbekannt,Unbekannt
org.apache.james.apache-mime4j-core,EXTERNAL,137,Unbekannt,Unbekannt
bonusprogramm.ui,DEV-APP/UI/APPLICATION,1264,IT.TA.BCRM,CRM-Bonusprogramm
da-mitteilungsverfahren-rv.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,905,IT.TA.LEVE,DA Mitteilungsverfahren RV
bcmail-jdk18on,EXTERNAL,46,Unbekannt,Unbekannt
einstufungsverlauf.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1041,IT.TA.KEGK,Einstufungsverlauf
leistung-services.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,809,IT.TA.LEBQ,Leistung-Services
micrometer-core,EXTERNAL,195,Unbekannt,Unbekannt
arbeitgeberbeitrag-suche.ui,DEV-APP/UI/COMPONENT,1142,IT.TA.BCRM,Arbeitgeberbeitrag
schulung,DEV-MISC/SCHULUNG,1393,Unbekannt,Unbekannt
tk.de.ui,DEV-APP/UI/APPLICATION,1370,IT.ON.OGP2,tk.de
da-aerzte-kollektiv.ui.qs,QS-APP/UI,1906,IT.TA.LEVE,DA Ärzte / Einzelfallnachweis
korrespondenz.ui,DEV-APP/UI/COMPONENT,1160,IT.BA.DOC,Kiss24-TKeasy
org.apache.commons.math3,EXTERNAL,207,Unbekannt,Unbekannt
ExternalBundlesWrapper,EXTERNAL,20,Unbekannt,Unbekannt
dokumentenklasse.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,644,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
hochschul-meldungen.biz.qs,QS-APP/BIZ,1509,IT.TA.KMEL,Hochschul-Meldungen
tk.sys.eai.adapter.mail.qs,QS-FRAMEWORK/QS,491,IT.AF.FRW,Framework EAI
tlbimp,EXTERNAL,176,Unbekannt,Unbekannt
junit-platform-suite-commons,EXTERNAL/JUNIT-JUPITER,276,Unbekannt,Unbekannt
arztgebuehrenpositionen.biz,DEV-APP/BIZ/VERZEICHNIS,621,IT.TA.WAVE,Arztgebuehrenordnungsposition
neuaufnahmemanager.ext.inbound.qs,QS-APP/EXTERN,1942,IT.TA.KEGK,Neuaufnahmemanager
org.eclipse.osgi.util,EXTERNAL,7,Unbekannt,Unbekannt
geschaeftspartner.biz.api,DEV-APP/BIZ/BASIS/STRUKTUR,628,IT.TA.KEGK,Geschaeftspartner
sonst-leistungsrueckforderung.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,980,IT.TA.WAVE,Sonstige Leistungsrueckforderungen
tk.sys.releasetest.qs,QS-FRAMEWORK/QS,546,IT.AF.FRW,Framework Server
tk-termin.ui.impl,DEV-APP/UI/APPLICATION,1196,IT.ON.OGP2,TK-Termin
da-sonstigeleistungserbringer.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,964,IT.TA.LEVE,DA Sonstige Leistungserbringer
indikationsverzeichnis.ui.qs,QS-APP/UI,1796,IT.TA.LEVE,Kur
psychotherapie.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,883,IT.TA.LEBQ,Psychotherapie
